Video Time	Neutral	Happy	Sad	Angry	Surprised	Scared	Disgusted	Contempt	Stimulus	Event Marker
00:00:14.800	0.728310900	0.000443316	0.004980498	0.160488000	0.002736302	0.000938666	0.002914757	0.000849963	No Stimulus	No Event Marker
00:00:14.866	0.752569000	0.000367237	0.004125773	0.138453800	0.002266713	0.002122251	0.002956877	0.000704097	No Stimulus	No Event Marker
00:00:14.933	0.771862600	0.000297881	0.003346591	0.120568800	0.001838628	0.004649041	0.002972673	0.000929734	No Stimulus	No Event Marker
00:00:15.000	0.775919800	0.000249162	0.002799245	0.115417300	0.001537915	0.011298090	0.002907683	0.002295501	No Stimulus	No Event Marker
00:00:15.066	0.778979900	0.000212416	0.002386417	0.111531800	0.001311106	0.016313040	0.002858665	0.003325612	No Stimulus	No Event Marker
00:00:15.133	0.785637200	0.000171827	0.001930415	0.104622400	0.001060577	0.021149670	0.002743988	0.005135208	No Stimulus	No Event Marker
00:00:15.200	0.798345000	0.000133729	0.001502392	0.092803810	0.000825419	0.024433470	0.002520948	0.007720753	No Stimulus	No Event Marker
00:00:15.266	0.812384400	0.000110779	0.001244560	0.079980630	0.000683765	0.025489770	0.002282193	0.009072123	No Stimulus	No Event Marker
00:00:15.333	0.825448600	0.000089687	0.001007597	0.067508860	0.000553577	0.026356930	0.002055680	0.010095180	No Stimulus	No Event Marker
00:00:15.400	0.835520000	0.000074295	0.000834679	0.056115520	0.000458575	0.026643650	0.001866732	0.010110680	No Stimulus	No Event Marker
00:00:15.466	0.843116200	0.000062686	0.000704258	0.047522240	0.000386921	0.026859910	0.001724220	0.010122360	No Stimulus	No Event Marker
00:00:15.533	0.851885200	0.000051876	0.000582813	0.039510950	0.001336888	0.025834470	0.001503190	0.009326831	No Stimulus	No Event Marker
00:00:15.600	0.862239500	0.000041281	0.000463774	0.032683080	0.004478517	0.023337200	0.001211261	0.008744331	No Stimulus	No Event Marker
00:00:15.666	0.868443400	0.000035193	0.000395378	0.028908300	0.006603662	0.021686290	0.001032626	0.008438201	No Stimulus	No Event Marker
00:00:15.733	0.876450800	0.000028592	0.000321216	0.024231790	0.008231265	0.019490360	0.000838934	0.009072139	No Stimulus	No Event Marker
00:00:15.800	0.886154200	0.000022200	0.000249410	0.018814910	0.008776398	0.016745950	0.000651395	0.011157250	No Stimulus	No Event Marker
00:00:15.866	0.893151800	0.000018206	0.000204538	0.015429910	0.009513679	0.015025120	0.000534202	0.012688370	No Stimulus	No Event Marker
00:00:15.933	0.899367200	0.000014859	0.000166937	0.012593340	0.010449120	0.013375420	0.000435997	0.014739340	No Stimulus	No Event Marker
00:00:16.000	0.902868600	0.000012936	0.000145329	0.010963280	0.011376870	0.011915340	0.000379562	0.017602120	No Stimulus	No Event Marker
